Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Fiji,896444,11/22/20,35,0
Fiji,896444,11/23/20,35,0
Fiji,896444,11/24/20,38,0
Fiji,896444,11/25/20,38,0
Fiji,896444,11/26/20,38,0
Fiji,896444,11/27/20,38,0
Fiji,896444,11/28/20,38,0
Fiji,896444,11/29/20,38,0
Fiji,896444,11/3/20,34,0
Fiji,896444,11/30/20,42,0
Fiji,896444,11/4/20,34,0
Fiji,896444,11/5/20,34,0
Fiji,896444,11/6/20,34,0
Fiji,896444,11/7/20,34,0
Fiji,896444,11/8/20,34,0
Fiji,896444,11/9/20,34,0
Fiji,896444,12/1/20,42,0
Fiji,896444,12/10/20,44,0
Fiji,896444,12/11/20,44,0
Fiji,896444,12/12/20,44,0
Fiji,896444,12/2/20,42,0
Fiji,896444,12/3/20,42,0
Fiji,896444,12/4/20,44,0
Fiji,896444,12/5/20,44,0
Fiji,896444,12/6/20,44,0
Fiji,896444,12/7/20,44,0
Fiji,896444,12/8/20,44,0
Fiji,896444,12/9/20,44,0
Fiji,896444,3/19/20,1,0
Fiji,896444,3/20/20,1,0
Fiji,896444,3/21/20,1,0
Fiji,896444,3/22/20,2,0
Fiji,896444,3/23/20,3,0
Fiji,896444,3/24/20,4,0
Fiji,896444,3/25/20,5,0
Fiji,896444,3/26/20,5,0
Fiji,896444,3/27/20,5,0
Fiji,896444,3/28/20,5,0
Fiji,896444,3/29/20,5,0
Fiji,896444,3/30/20,5,0
Fiji,896444,3/31/20,5,0
Fiji,896444,4/1/20,5,0
Fiji,896444,4/10/20,16,0
Fiji,896444,4/11/20,16,0
Fiji,896444,4/12/20,16,0
Fiji,896444,4/13/20,16,0
Fiji,896444,4/14/20,16,0
Fiji,896444,4/15/20,16,0
Fiji,896444,4/16/20,17,0
Fiji,896444,4/17/20,17,0
Fiji,896444,4/18/20,17,0
Fiji,896444,4/19/20,17,0
Fiji,896444,4/2/20,7,0
Fiji,896444,4/20/20,18,0
Fiji,896444,4/21/20,18,0
Fiji,896444,4/22/20,18,0
Fiji,896444,4/23/20,18,0
Fiji,896444,4/24/20,18,0
Fiji,896444,4/25/20,18,0
Fiji,896444,4/26/20,18,0
Fiji,896444,4/27/20,18,0
Fiji,896444,4/28/20,18,0
Fiji,896444,4/29/20,18,0
Fiji,896444,4/3/20,7,0
Fiji,896444,4/30/20,18,0
Fiji,896444,4/4/20,12,0
Fiji,896444,4/5/20,12,0
Fiji,896444,4/6/20,14,0
Fiji,896444,4/7/20,15,0
Fiji,896444,4/8/20,15,0
Fiji,896444,4/9/20,15,0
Fiji,896444,5/1/20,18,0
Fiji,896444,5/10/20,18,0
Fiji,896444,5/11/20,18,0
Fiji,896444,5/12/20,18,0
Fiji,896444,5/13/20,18,0
Fiji,896444,5/14/20,18,0
Fiji,896444,5/15/20,18,0
Fiji,896444,5/16/20,18,0
Fiji,896444,5/17/20,18,0
Fiji,896444,5/18/20,18,0
Fiji,896444,5/19/20,18,0
Fiji,896444,5/2/20,18,0
Fiji,896444,5/20/20,18,0
Fiji,896444,5/21/20,18,0
Fiji,896444,5/22/20,18,0
Fiji,896444,5/23/20,18,0
Fiji,896444,5/24/20,18,0
Fiji,896444,5/25/20,18,0
Fiji,896444,5/26/20,18,0
Fiji,896444,5/27/20,18,0
Fiji,896444,5/28/20,18,0
Fiji,896444,5/29/20,18,0
Fiji,896444,5/3/20,18,0
Fiji,896444,5/30/20,18,0
Fiji,896444,5/31/20,18,0
Fiji,896444,5/4/20,18,0
Fiji,896444,5/5/20,18,0
Fiji,896444,5/6/20,18,0
Fiji,896444,5/7/20,18,0
Fiji,896444,5/8/20,18,0
Fiji,896444,5/9/20,18,0
Fiji,896444,6/1/20,18,0
Fiji,896444,6/10/20,18,0
Fiji,896444,6/11/20,18,0
Fiji,896444,6/12/20,18,0
Fiji,896444,6/13/20,18,0
Fiji,896444,6/14/20,18,0
Fiji,896444,6/15/20,18,0
Fiji,896444,6/16/20,18,0
Fiji,896444,6/17/20,18,0
Fiji,896444,6/18/20,18,0
Fiji,896444,6/19/20,18,0
Fiji,896444,6/2/20,18,0
Fiji,896444,6/20/20,18,0
Fiji,896444,6/21/20,18,0
Fiji,896444,6/22/20,18,0
Fiji,896444,6/23/20,18,0
Fiji,896444,6/24/20,18,0
Fiji,896444,6/25/20,18,0
Fiji,896444,6/26/20,18,0
Fiji,896444,6/27/20,18,0
Fiji,896444,6/28/20,18,0
Fiji,896444,6/29/20,18,0
Fiji,896444,6/3/20,18,0
Fiji,896444,6/30/20,18,0
Fiji,896444,6/4/20,18,0
Fiji,896444,6/5/20,18,0
Fiji,896444,6/6/20,18,0
Fiji,896444,6/7/20,18,0
Fiji,896444,6/8/20,18,0
Fiji,896444,6/9/20,18,0
Fiji,896444,7/1/20,18,0
Fiji,896444,7/10/20,26,0
Fiji,896444,7/11/20,26,0
Fiji,896444,7/12/20,26,0
Fiji,896444,7/13/20,26,0
Fiji,896444,7/14/20,26,0
Fiji,896444,7/15/20,26,0
Fiji,896444,7/16/20,26,0
Fiji,896444,7/17/20,26,0
Fiji,896444,7/18/20,26,0
Fiji,896444,7/19/20,27,0
Fiji,896444,7/2/20,18,0
Fiji,896444,7/20/20,27,0
Fiji,896444,7/21/20,27,0
Fiji,896444,7/22/20,27,0
Fiji,896444,7/23/20,27,0
Fiji,896444,7/24/20,27,0
Fiji,896444,7/25/20,27,0
Fiji,896444,7/26/20,27,0
Fiji,896444,7/27/20,27,0
Fiji,896444,7/28/20,27,0
Fiji,896444,7/29/20,27,0
Fiji,896444,7/3/20,18,0
Fiji,896444,7/30/20,27,0
Fiji,896444,7/31/20,27,0
Fiji,896444,7/4/20,18,0
Fiji,896444,7/5/20,19,0
Fiji,896444,7/6/20,21,0
Fiji,896444,7/7/20,21,0
Fiji,896444,7/8/20,21,0
Fiji,896444,7/9/20,26,0
Fiji,896444,8/1/20,27,0
Fiji,896444,8/10/20,27,0
Fiji,896444,8/11/20,27,0
Fiji,896444,8/12/20,27,0
Fiji,896444,8/13/20,28,0
Fiji,896444,8/14/20,28,0
Fiji,896444,8/15/20,28,0
Fiji,896444,8/16/20,28,0
Fiji,896444,8/17/20,28,0
Fiji,896444,8/18/20,28,0
Fiji,896444,8/19/20,28,0
Fiji,896444,8/2/20,27,0
Fiji,896444,8/20/20,28,0
Fiji,896444,8/21/20,28,0
Fiji,896444,8/22/20,28,0
Fiji,896444,8/23/20,28,0
Fiji,896444,8/24/20,28,0
Fiji,896444,8/25/20,28,0
Fiji,896444,8/26/20,28,0
Fiji,896444,8/27/20,28,0
Fiji,896444,8/28/20,28,0
Fiji,896444,8/29/20,28,0
Fiji,896444,8/3/20,27,0
Fiji,896444,8/30/20,28,0
Fiji,896444,8/31/20,28,0
Fiji,896444,8/4/20,27,0
Fiji,896444,8/5/20,27,0
Fiji,896444,8/6/20,27,0
Fiji,896444,8/7/20,27,0
Fiji,896444,8/8/20,27,0
Fiji,896444,8/9/20,27,0
Fiji,896444,9/1/20,29,0
Fiji,896444,9/10/20,32,0
Fiji,896444,9/11/20,32,0
Fiji,896444,9/12/20,32,0
Fiji,896444,9/13/20,32,0
Fiji,896444,9/14/20,32,0
Fiji,896444,9/15/20,32,0
Fiji,896444,9/16/20,32,0
Fiji,896444,9/17/20,32,0
Fiji,896444,9/18/20,32,0
Fiji,896444,9/19/20,32,0
Fiji,896444,9/2/20,29,0
Fiji,896444,9/20/20,32,0
Fiji,896444,9/21/20,32,0
Fiji,896444,9/22/20,32,0
Fiji,896444,9/23/20,32,0
Fiji,896444,9/24/20,32,0
Fiji,896444,9/25/20,32,0
Fiji,896444,9/26/20,32,0
Fiji,896444,9/27/20,32,0
Fiji,896444,9/28/20,32,0
Fiji,896444,9/29/20,32,0
Fiji,896444,9/3/20,29,0
Fiji,896444,9/30/20,32,0
Fiji,896444,9/4/20,29,0
Fiji,896444,9/5/20,31,0
Fiji,896444,9/6/20,31,0
Fiji,896444,9/7/20,31,0
Fiji,896444,9/8/20,31,0
Fiji,896444,9/9/20,32,0
Finland,5540718,1/29/20,1,0
Finland,5540718,1/30/20,1,0
Finland,5540718,1/31/20,1,0
Finland,5540718,2/1/20,1,0
Finland,5540718,2/10/20,1,0
Finland,5540718,2/11/20,1,0
Finland,5540718,2/12/20,1,0
Finland,5540718,2/13/20,1,0
Finland,5540718,2/14/20,1,0
Finland,5540718,2/15/20,1,0
Finland,5540718,2/16/20,1,0
Finland,5540718,2/17/20,1,0
Finland,5540718,2/18/20,1,0
Finland,5540718,2/19/20,1,0
Finland,5540718,2/2/20,1,0
Finland,5540718,2/20/20,1,0
Finland,5540718,2/21/20,1,0
Finland,5540718,2/22/20,1,0
Finland,5540718,2/23/20,1,0
Finland,5540718,2/24/20,1,0
Finland,5540718,2/25/20,1,0
Finland,5540718,2/26/20,2,0
Finland,5540718,2/27/20,2,0
Finland,5540718,2/28/20,2,0
Finland,5540718,2/29/20,3,0
Finland,5540718,2/3/20,1,0
Finland,5540718,2/4/20,1,0
Finland,5540718,2/5/20,1,0
Finland,5540718,2/6/20,1,0
Finland,5540718,2/7/20,1,0
Finland,5540718,2/8/20,1,0
Finland,5540718,2/9/20,1,0
Finland,5540718,3/1/20,6,0
Finland,5540718,3/10/20,40,0
Finland,5540718,3/11/20,59,0
Finland,5540718,3/12/20,59,0
Finland,5540718,3/13/20,155,0
Finland,5540718,3/14/20,225,0
Finland,5540718,3/15/20,244,0
Finland,5540718,3/16/20,277,0
Finland,5540718,3/2/20,6,0
Finland,5540718,3/3/20,6,0
Finland,5540718,3/4/20,6,0
Finland,5540718,3/5/20,12,0
Finland,5540718,3/6/20,15,0
Finland,5540718,3/7/20,15,0
Finland,5540718,3/8/20,23,0
Finland,5540718,3/9/20,30,0
France,68147687,1/24/20,2,0
France,68147687,1/25/20,3,0
France,68147687,1/26/20,3,0
France,68147687,1/27/20,3,0
France,68147687,1/28/20,4,0
France,68147687,1/29/20,5,0
France,68147687,1/30/20,5,0
France,68147687,1/31/20,5,0
France,68147687,2/1/20,6,0
France,68147687,2/10/20,11,0
France,68147687,2/11/20,11,0
France,68147687,2/12/20,11,0
France,68147687,2/13/20,11,0
France,68147687,2/14/20,11,0
France,68147687,2/15/20,12,0
France,68147687,2/16/20,12,0
France,68147687,2/17/20,12,0
France,68147687,2/18/20,12,0
France,68147687,2/19/20,12,0
France,68147687,2/2/20,6,0
France,68147687,2/20/20,12,0
France,68147687,2/21/20,12,0
France,68147687,2/22/20,12,0
France,68147687,2/23/20,12,0
France,68147687,2/24/20,12,0
France,68147687,2/25/20,14,0
France,68147687,2/26/20,18,0
France,68147687,2/27/20,38,0
France,68147687,2/28/20,57,0
France,68147687,2/29/20,100,0
France,68147687,2/3/20,6,0
France,68147687,2/4/20,6,0
France,68147687,2/5/20,6,0
France,68147687,2/6/20,6,0
France,68147687,2/7/20,6,0
France,68147687,2/8/20,11,0
France,68147687,2/9/20,11,0
France,68147687,3/1/20,130,0
France,68147687,3/10/20,1783,0
France,68147687,3/11/20,2293,0
France,68147687,3/12/20,2293,0
France,68147687,3/2/20,191,0
France,68147687,3/3/20,212,0
France,68147687,3/4/20,288,0
France,68147687,3/5/20,426,0
France,68147687,3/6/20,616,0
France,68147687,3/7/20,948,0
France,68147687,3/8/20,1125,0
France,68147687,3/9/20,1411,0
Australia,25499881,2/1/20,12,0
Australia,25499881,2/10/20,15,0
Australia,25499881,2/11/20,15,0
Australia,25499881,2/12/20,15,0
Australia,25499881,2/13/20,15,0
Australia,25499881,2/14/20,15,0
Australia,25499881,2/15/20,15,0
Australia,25499881,2/16/20,15,0
Australia,25499881,2/17/20,15,0
Australia,25499881,2/18/20,15,0
Australia,25499881,2/19/20,15,0
Australia,25499881,2/2/20,12,0
Australia,25499881,2/20/20,15,0
Australia,25499881,2/21/20,15,0
Australia,25499881,2/22/20,15,0
Australia,25499881,2/23/20,15,0
Australia,25499881,2/24/20,15,0
Australia,25499881,2/25/20,15,0
Australia,25499881,2/26/20,15,0
Australia,25499881,2/27/20,15,0
Australia,25499881,2/28/20,15,0
Australia,25499881,2/29/20,25,0
Australia,25499881,2/3/20,12,0
Australia,25499881,2/4/20,13,0
Australia,25499881,2/5/20,13,0
Australia,25499881,2/6/20,14,0
Australia,25499881,2/7/20,15,0
Australia,25499881,2/8/20,15,0
Australia,25499881,2/9/20,15,0
Australia,25499881,3/1/20,27,0
Australia,25499881,3/10/20,107,0
Australia,25499881,3/11/20,128,0
Australia,25499881,3/12/20,128,0
Australia,25499881,3/13/20,200,0
Australia,25499881,3/14/20,250,0
Australia,25499881,3/15/20,297,0
Australia,25499881,3/16/20,377,0
Australia,25499881,3/17/20,452,0
Australia,25499881,3/18/20,568,0
Australia,25499881,3/19/20,681,0
Australia,25499881,3/2/20,30,0
Australia,25499881,3/20/20,791,0
Australia,25499881,3/21/20,1071,0
Australia,25499881,3/3/20,39,0
Australia,25499881,3/4/20,52,0
Australia,25499881,3/5/20,55,0
Australia,25499881,3/6/20,60,0
Australia,25499881,3/7/20,63,0
Australia,25499881,3/8/20,76,0
Australia,25499881,3/9/20,91,0
Austria,9006400,2/25/20,2,0
Austria,9006400,2/26/20,2,0
Austria,9006400,2/27/20,3,0
Austria,9006400,2/28/20,3,0
Austria,9006400,2/29/20,9,0
Austria,9006400,3/1/20,14,0
Austria,9006400,3/10/20,182,0
Austria,9006400,3/11/20,246,0
Austria,9006400,3/12/20,302,0
Austria,9006400,3/2/20,18,0
Austria,9006400,3/3/20,21,0
Austria,9006400,3/4/20,29,0
Austria,9006400,3/5/20,41,0
Austria,9006400,3/6/20,55,0
Austria,9006400,3/7/20,79,0
Austria,9006400,3/8/20,104,0
Austria,9006400,3/9/20,131,0
Azerbaijan,10139175,3/1/20,3,0
Azerbaijan,10139175,3/10/20,11,0
Azerbaijan,10139175,3/11/20,11,0
Azerbaijan,10139175,3/12/20,11,0
Azerbaijan,10139175,3/13/20,15,0
Azerbaijan,10139175,3/14/20,15,0
Azerbaijan,10139175,3/15/20,23,0
Azerbaijan,10139175,3/16/20,28,0
Azerbaijan,10139175,3/17/20,28,0
Azerbaijan,10139175,3/18/20,28,0
Azerbaijan,10139175,3/19/20,44,0
Azerbaijan,10139175,3/2/20,3,0
Azerbaijan,10139175,3/20/20,44,0
Azerbaijan,10139175,3/21/20,53,0
Azerbaijan,10139175,3/22/20,65,0
Azerbaijan,10139175,3/23/20,72,0
Azerbaijan,10139175,3/24/20,87,0
Azerbaijan,10139175,3/25/20,93,0
Azerbaijan,10139175,3/26/20,122,0
Azerbaijan,10139175,3/27/20,165,0
Azerbaijan,10139175,3/28/20,182,0
Azerbaijan,10139175,3/29/20,209,0
Azerbaijan,10139175,3/3/20,3,0
Azerbaijan,10139175,3/30/20,273,0
Azerbaijan,10139175,3/31/20,298,0
Azerbaijan,10139175,3/4/20,3,0
Azerbaijan,10139175,3/5/20,6,0
Azerbaijan,10139175,3/6/20,6,0
Azerbaijan,10139175,3/7/20,9,0
Azerbaijan,10139175,3/8/20,9,0
Azerbaijan,10139175,3/9/20,9,0
Azerbaijan,10139175,4/1/20,359,0
Azerbaijan,10139175,4/2/20,400,0
Azerbaijan,10139175,4/3/20,443,0
Bahamas,393248,3/16/20,1,0
Bahamas,393248,3/17/20,1,0
Bahamas,393248,3/18/20,1,0
Bahamas,393248,3/19/20,3,0
Bahamas,393248,3/20/20,3,0
Bahamas,393248,3/21/20,4,0
Bahamas,393248,3/22/20,4,0
Bahamas,393248,3/23/20,4,0
Bahamas,393248,3/24/20,5,0
Bahamas,393248,3/25/20,5,0
Bahamas,393248,3/26/20,9,0
Bahamas,393248,3/27/20,10,0
Bahamas,393248,3/28/20,10,0
Bahamas,393248,3/29/20,11,0
Bahamas,393248,3/30/20,14,0
Bahamas,393248,3/31/20,14,0
Bahrain,1701583,2/24/20,1,0
Bahrain,1701583,2/25/20,23,0
Bahrain,1701583,2/26/20,33,0
Bahrain,1701583,2/27/20,33,0
Bahrain,1701583,2/28/20,36,0
Bahrain,1701583,2/29/20,41,0
Bahrain,1701583,3/1/20,47,0
Bahrain,1701583,3/2/20,49,0
Bahrain,1701583,3/3/20,49,0
Bahrain,1701583,3/4/20,52,0
Bahrain,1701583,3/5/20,55,0
Bahrain,1701583,3/6/20,60,0
Bahrain,1701583,3/7/20,85,0
Bahrain,1701583,3/8/20,85,0
Bangladesh,164689383,3/10/20,3,0
Bangladesh,164689383,3/11/20,3,0
Bangladesh,164689383,3/12/20,3,0
Bangladesh,164689383,3/13/20,3,0
Bangladesh,164689383,3/14/20,3,0
Bangladesh,164689383,3/15/20,5,0
Bangladesh,164689383,3/16/20,8,0
Bangladesh,164689383,3/17/20,10,0
Bangladesh,164689383,3/18/20,14,0
Bangladesh,164689383,3/19/20,17,0
Bangladesh,164689383,3/20/20,20,0
Bangladesh,164689383,3/21/20,25,0
Bangladesh,164689383,3/22/20,27,0
Bangladesh,164689383,3/23/20,33,0
Bangladesh,164689383,3/24/20,39,0
Bangladesh,164689383,3/25/20,39,0
Bangladesh,164689383,3/26/20,44,0
Bangladesh,164689383,3/27/20,48,0
Bangladesh,164689383,3/28/20,48,0
Bangladesh,164689383,3/29/20,48,0
Bangladesh,164689383,3/30/20,49,0
Bangladesh,164689383,3/31/20,51,0
Bangladesh,164689383,3/8/20,3,0
Bangladesh,164689383,3/9/20,3,0
Bangladesh,164689383,4/1/20,54,0
Bangladesh,164689383,4/10/20,424,0
Bangladesh,164689383,4/11/20,482,0
Bangladesh,164689383,4/12/20,621,0
Bangladesh,164689383,4/13/20,803,0
Bangladesh,164689383,4/14/20,1012,0
Bangladesh,164689383,4/15/20,1231,0
Bangladesh,164689383,4/16/20,1572,0
Bangladesh,164689383,4/17/20,1838,0
Bangladesh,164689383,4/18/20,2144,0
Bangladesh,164689383,4/19/20,2456,0
Bangladesh,164689383,4/2/20,56,0
Bangladesh,164689383,4/20/20,2948,0
Bangladesh,164689383,4/21/20,3382,0
Bangladesh,164689383,4/22/20,3772,0
Bangladesh,164689383,4/23/20,4186,0
Bangladesh,164689383,4/24/20,4689,0
Bangladesh,164689383,4/25/20,4998,0
Bangladesh,164689383,4/26/20,5416,0
Bangladesh,164689383,4/27/20,5913,0
Bangladesh,164689383,4/28/20,6462,0
Bangladesh,164689383,4/29/20,7103,0
Bangladesh,164689383,4/3/20,61,0
Bangladesh,164689383,4/30/20,7667,0
Bangladesh,164689383,4/4/20,70,0
Bangladesh,164689383,4/5/20,88,0
Bangladesh,164689383,4/6/20,123,0
Bangladesh,164689383,4/7/20,164,0
Bangladesh,164689383,4/8/20,218,0
Bangladesh,164689383,4/9/20,330,0
Barbados,287371,3/17/20,2,0
Barbados,287371,3/18/20,2,0
Barbados,287371,3/19/20,5,0
Barbados,287371,3/20/20,5,0
Barbados,287371,3/21/20,6,0
Barbados,287371,3/22/20,14,0
Belarus,9449321,2/28/20,1,0
Belarus,9449321,2/29/20,1,0
Belarus,9449321,3/1/20,1,0
Belarus,9449321,3/10/20,9,0
Belarus,9449321,3/11/20,9,0
Belarus,9449321,3/12/20,12,0
Belarus,9449321,3/13/20,27,0
Belarus,9449321,3/14/20,27,0
Belarus,9449321,3/15/20,27,0
Belarus,9449321,3/16/20,36,0
Belarus,9449321,3/17/20,36,0
Belarus,9449321,3/18/20,51,0
Belarus,9449321,3/19/20,51,0
Belarus,9449321,3/2/20,1,0
Belarus,9449321,3/20/20,69,0
Belarus,9449321,3/21/20,76,0
Belarus,9449321,3/22/20,76,0
Belarus,9449321,3/23/20,81,0
Belarus,9449321,3/24/20,81,0
Belarus,9449321,3/25/20,86,0
Belarus,9449321,3/26/20,86,0
Belarus,9449321,3/27/20,94,0
Belarus,9449321,3/28/20,94,0
Belarus,9449321,3/29/20,94,0
Belarus,9449321,3/3/20,1,0
Belarus,9449321,3/30/20,152,0
Belarus,9449321,3/31/20,152,0
Belarus,9449321,3/4/20,6,0
Belarus,9449321,3/5/20,6,0
Belarus,9449321,3/6/20,6,0
Belarus,9449321,3/7/20,6,0
Belarus,9449321,3/8/20,6,0
Belarus,9449321,3/9/20,6,0
Belarus,9449321,4/1/20,163,0
Belarus,9449321,4/2/20,304,0
Belarus,9449321,4/3/20,351,0
Belarus,9449321,4/4/20,440,0
Belgium,11589616,2/10/20,1,0
Belgium,11589616,2/11/20,1,0
Belgium,11589616,2/12/20,1,0
Belgium,11589616,2/13/20,1,0
Belgium,11589616,2/14/20,1,0
Belgium,11589616,2/15/20,1,0
Belgium,11589616,2/16/20,1,0
Belgium,11589616,2/17/20,1,0
Belgium,11589616,2/18/20,1,0
Belgium,11589616,2/19/20,1,0
Belgium,11589616,2/20/20,1,0
Belgium,11589616,2/21/20,1,0
Belgium,11589616,2/22/20,1,0
Belgium,11589616,2/23/20,1,0
Belgium,11589616,2/24/20,1,0
Belgium,11589616,2/25/20,1,0
Belgium,11589616,2/26/20,1,0
Belgium,11589616,2/27/20,1,0
Belgium,11589616,2/28/20,1,0
Belgium,11589616,2/29/20,1,0
Belgium,11589616,2/4/20,1,0
Belgium,11589616,2/5/20,1,0
Belgium,11589616,2/6/20,1,0
Belgium,11589616,2/7/20,1,0
Belgium,11589616,2/8/20,1,0
Belgium,11589616,2/9/20,1,0
Belgium,11589616,3/1/20,2,0
Belgium,11589616,3/10/20,267,0
Belgium,11589616,3/11/20,314,0
Belgium,11589616,3/12/20,314,0
Belgium,11589616,3/13/20,559,0
Belgium,11589616,3/2/20,8,0
Belgium,11589616,3/3/20,13,0
Belgium,11589616,3/4/20,23,0
Belgium,11589616,3/5/20,50,0
Belgium,11589616,3/6/20,109,0
Belgium,11589616,3/7/20,169,0
Belgium,11589616,3/8/20,200,0
Belgium,11589616,3/9/20,239,0
Belize,397621,3/23/20,1,0
Belize,397621,3/24/20,1,0
Belize,397621,3/25/20,2,0
Belize,397621,3/26/20,2,0
Belize,397621,3/27/20,2,0
Belize,397621,3/28/20,2,0
Belize,397621,3/29/20,2,0
Belize,397621,3/30/20,3,0
Belize,397621,3/31/20,3,0
Belize,397621,4/1/20,3,0
Belize,397621,4/10/20,10,0
Belize,397621,4/11/20,13,0
Belize,397621,4/12/20,14,0
Belize,397621,4/13/20,18,0
Belize,397621,4/14/20,18,0
Belize,397621,4/15/20,18,0
Belize,397621,4/16/20,18,0
Belize,397621,4/17/20,18,0
Belize,397621,4/18/20,18,0
Belize,397621,4/19/20,18,0
Belize,397621,4/2/20,3,0
Belize,397621,4/20/20,18,0
Belize,397621,4/21/20,18,0
Belize,397621,4/22/20,18,0
Belize,397621,4/23/20,18,0
Belize,397621,4/24/20,18,0
Belize,397621,4/25/20,18,0
Belize,397621,4/26/20,18,0
Belize,397621,4/27/20,18,0
Belize,397621,4/28/20,18,0
Belize,397621,4/29/20,18,0
Belize,397621,4/3/20,4,0
Belize,397621,4/30/20,18,0
Belize,397621,4/4/20,4,0
Belize,397621,4/5/20,5,0
Belize,397621,4/6/20,7,0
Belize,397621,4/7/20,7,0
Belize,397621,4/8/20,8,0
Belize,397621,4/9/20,9,0
Belize,397621,5/1/20,18,0
Belize,397621,5/10/20,18,0
Belize,397621,5/11/20,18,0
Belize,397621,5/12/20,18,0
Belize,397621,5/13/20,18,0
Belize,397621,5/14/20,18,0
Belize,397621,5/15/20,18,0
Belize,397621,5/16/20,18,0
Belize,397621,5/17/20,18,0
Belize,397621,5/18/20,18,0
Belize,397621,5/19/20,18,0
Belize,397621,5/2/20,18,0
Belize,397621,5/20/20,18,0
Belize,397621,5/21/20,18,0
Belize,397621,5/22/20,18,0
Belize,397621,5/23/20,18,0
Belize,397621,5/24/20,18,0
Belize,397621,5/25/20,18,0
Belize,397621,5/26/20,18,0
Belize,397621,5/27/20,18,0
Belize,397621,5/28/20,18,0
Belize,397621,5/29/20,18,0
Belize,397621,5/3/20,18,0
Belize,397621,5/30/20,18,0
Belize,397621,5/31/20,18,0
Belize,397621,5/4/20,18,0
Belize,397621,5/5/20,18,0
Belize,397621,5/6/20,18,0
Belize,397621,5/7/20,18,0
Belize,397621,5/8/20,18,0
Belize,397621,5/9/20,18,0
Belize,397621,6/1/20,18,0
Belize,397621,6/2/20,18,0
Belize,397621,6/3/20,18,0
Belize,397621,6/4/20,18,0
Belize,397621,6/5/20,19,0
Belize,397621,6/6/20,19,0
Belize,397621,6/7/20,19,0
Belize,397621,6/8/20,19,0
Burundi,11890781,10/20/20,550,0
Burundi,11890781,10/21/20,550,0
Burundi,11890781,10/22/20,551,0
Burundi,11890781,10/23/20,553,0
Burundi,11890781,10/24/20,555,0
Burundi,11890781,10/25/20,557,0
Burundi,11890781,10/26/20,557,0
Burundi,11890781,10/27/20,558,0
Burundi,11890781,10/28/20,559,0
Burundi,11890781,10/29/20,560,0
Burundi,11890781,10/3/20,513,0
Burundi,11890781,10/30/20,582,0
Burundi,11890781,10/31/20,585,0
Burundi,11890781,10/4/20,513,0
Burundi,11890781,10/5/20,514,0
Burundi,11890781,10/6/20,514,0
Burundi,11890781,10/7/20,515,0
Burundi,11890781,10/8/20,515,0
Burundi,11890781,10/9/20,515,0
Burundi,11890781,11/1/20,589,0
Burundi,11890781,11/2/20,589,0
Burundi,11890781,3/31/20,2,0
Burundi,11890781,4/1/20,2,0
Burundi,11890781,4/10/20,3,0
Burundi,11890781,4/11/20,5,0
Burundi,11890781,4/12/20,5,0
Burundi,11890781,4/13/20,5,0
Burundi,11890781,4/14/20,5,0
Burundi,11890781,4/15/20,5,0
Burundi,11890781,4/16/20,5,0
Burundi,11890781,4/17/20,5,0
Burundi,11890781,4/18/20,5,0
Burundi,11890781,4/19/20,5,0
Burundi,11890781,4/2/20,3,0
Burundi,11890781,4/20/20,5,0
Burundi,11890781,4/21/20,5,0
Burundi,11890781,4/22/20,11,0
Burundi,11890781,4/23/20,11,0
Burundi,11890781,4/24/20,11,0
Burundi,11890781,4/25/20,11,0
Burundi,11890781,4/26/20,11,0
Burundi,11890781,4/27/20,11,0
Burundi,11890781,4/28/20,11,0
Burundi,11890781,4/29/20,11,0
Burundi,11890781,4/3/20,3,0
Burundi,11890781,4/30/20,11,0
Burundi,11890781,4/4/20,3,0
Burundi,11890781,4/5/20,3,0
Burundi,11890781,4/6/20,3,0
Burundi,11890781,4/7/20,3,0
Burundi,11890781,4/8/20,3,0
Burundi,11890781,4/9/20,3,0
Burundi,11890781,5/1/20,11,0
Burundi,11890781,5/10/20,15,0
Burundi,11890781,5/11/20,15,0
Burundi,11890781,5/12/20,15,0
Burundi,11890781,5/13/20,15,0
Burundi,11890781,5/14/20,15,0
Burundi,11890781,5/15/20,15,0
Burundi,11890781,5/16/20,15,0
Burundi,11890781,5/17/20,23,0
Burundi,11890781,5/18/20,42,0
Burundi,11890781,5/19/20,42,0
Burundi,11890781,5/2/20,15,0
Burundi,11890781,5/20/20,42,0
Burundi,11890781,5/21/20,42,0
Burundi,11890781,5/22/20,42,0
Burundi,11890781,5/23/20,42,0
Burundi,11890781,5/24/20,42,0
Burundi,11890781,5/25/20,42,0
Burundi,11890781,5/26/20,42,0
Burundi,11890781,5/27/20,42,0
Burundi,11890781,5/28/20,42,0
Burundi,11890781,5/29/20,42,0
Burundi,11890781,5/3/20,15,0
Burundi,11890781,5/30/20,63,0
Burundi,11890781,5/31/20,63,0
Burundi,11890781,5/4/20,15,0
Burundi,11890781,5/5/20,15,0
Burundi,11890781,5/6/20,15,0
Burundi,11890781,5/7/20,15,0
Burundi,11890781,5/8/20,15,0
Burundi,11890781,5/9/20,15,0
Burundi,11890781,6/1/20,63,0
Burundi,11890781,6/10/20,83,0
Burundi,11890781,6/11/20,85,0
Burundi,11890781,6/12/20,85,0
Burundi,11890781,6/13/20,85,0
Burundi,11890781,6/14/20,85,0
Burundi,11890781,6/15/20,85,0
