Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Malta,441539,1/18/21,15742,3.57
Palestine,5101416,2/27/21,181909,3.57
Slovenia,2078932,11/28/20,74257,3.57
Turkey,84339067,3/21/21,3013122,3.57
Denmark,5792203,2/18/21,206753,3.57
Belarus,9449321,4/12/21,336881,3.57
Belarus,9449321,4/13/21,337635,3.57
Colombia,50882884,1/12/21,1816082,3.57
Cyprus,875899,2/3/21,31263,3.57
European Union,444919060,1/4/21,15902356,3.57
France,68147687,12/13/20,2432559,3.57
France,68147687,12/14/20,2435751,3.57
Argentina,45195777,12/30/20,1613928,3.57
Bosnia and Herzegovina,3280815,1/14/21,117011,3.57
Bosnia and Herzegovina,3280815,1/15/21,117011,3.57
Bosnia and Herzegovina,3280815,1/16/21,117011,3.57
Bosnia and Herzegovina,3280815,1/17/21,117011,3.57
Bosnia and Herzegovina,3280815,1/13/21,116668,3.56
Brazil,212559409,12/29/20,7563551,3.56
Bulgaria,6948445,2/28/21,247038,3.56
Denmark,5792203,2/17/21,206285,3.56
Belarus,9449321,4/11/21,336038,3.56
Belgium,11589616,10/30/20,412314,3.56
Albania,2877800,2/23/21,102306,3.56
Cape Verde,555988,4/15/21,19780,3.56
Chile,19116209,1/20/21,680740,3.56
Kuwait,4270563,1/5/21,152027,3.56
Lebanon,6825442,1/15/21,243286,3.56
Hungary,9660350,1/11/21,343656,3.56
Hungary,9660350,1/12/21,344352,3.56
Monaco,39244,1/26/21,1399,3.56
Montenegro,628062,11/7/20,22379,3.56
Italy,60461828,1/3/21,2155446,3.56
Jordan,10203140,2/21/21,363728,3.56
United Arab Emirates,9890400,2/15/21,351895,3.56
Peru,32971846,2/6/21,1173045,3.56
Portugal,10196707,12/17/20,362616,3.56
Qatar,2881060,7/10/20,102630,3.56
Romania,19237682,1/14/21,684917,3.56
South America,430759772,1/25/21,15321389,3.56
Spain,46754783,12/2/20,1665775,3.56
Panama,4314768,11/21/20,153577,3.56
Oman,5106622,4/19/21,181430,3.55
Palestine,5101416,2/26/21,180848,3.55
Turkey,84339067,3/20/21,2992694,3.55
Ukraine,43733759,3/18/21,1553659,3.55
Poland,37846605,1/6/21,1344763,3.55
Serbia,6804596,12/9/20,241831,3.55
Denmark,5792203,2/15/21,205486,3.55
Denmark,5792203,2/16/21,205871,3.55
Costa Rica,5094114,1/12/21,181093,3.55
Cyprus,875899,2/2/21,31124,3.55
Bulgaria,6948445,2/27/21,246706,3.55
Austria,9006400,12/12/20,319822,3.55
Europe,748680069,1/12/21,26549502,3.55
European Union,444919060,1/3/21,15801138,3.55
France,68147687,12/12/20,2421026,3.55
Israel,8655541,10/21/20,307569,3.55
Kuwait,4270563,1/4/21,151715,3.55
Lithuania,2722291,12/15/20,96694,3.55
Liechtenstein,38137,12/4/20,1351,3.54
Maldives,540542,2/24/21,19162,3.54
Kosovo,1932774,2/26/21,68451,3.54
Kosovo,1932774,2/27/21,68451,3.54
Kosovo,1932774,2/28/21,68451,3.54
Kosovo,1932774,3/1/21,68451,3.54
Kuwait,4270563,1/2/21,151074,3.54
Kuwait,4270563,1/3/21,151343,3.54
Ireland,4937796,1/18/21,174843,3.54
Israel,8655541,10/20/20,306397,3.54
Italy,60461828,1/2/21,2141201,3.54
Moldova,4033963,12/29/20,142851,3.54
Germany,83783945,4/8/21,2966789,3.54
Hungary,9660350,1/10/21,342237,3.54
Seychelles,98340,3/17/21,3486,3.54
North Macedonia,2083380,12/14/20,73851,3.54
Uruguay,3473727,4/6/21,123063,3.54
Sweden,10099270,12/17/20,357466,3.54
Paraguay,7132530,4/19/21,252443,3.54
Qatar,2881060,7/9/20,102110,3.54
Romania,19237682,1/13/21,681392,3.54
South America,430759772,1/24/21,15267011,3.54
Spain,46754783,12/1/20,1656444,3.54
Estonia,1326539,2/5/21,46925,3.54
Colombia,50882884,1/11/21,1801903,3.54
Cyprus,875899,2/1/21,30996,3.54
Czechia,10708982,11/4/20,378716,3.54
Chile,19116209,1/19/21,677151,3.54
Denmark,5792203,2/14/21,205049,3.54
Bahrain,1701583,9/13/20,60307,3.54
Belarus,9449321,4/10/21,334863,3.54
Argentina,45195777,12/29/20,1602163,3.54
Bosnia and Herzegovina,3280815,1/12/21,116200,3.54
Brazil,212559409,12/28/20,7504833,3.53
Bulgaria,6948445,2/26/21,245627,3.53
European Union,444919060,1/2/21,15723449,3.53
France,68147687,12/11/20,2407079,3.53
Costa Rica,5094114,1/11/21,180061,3.53
Cyprus,875899,1/31/21,30876,3.53
Denmark,5792203,2/12/21,204480,3.53
Denmark,5792203,2/13/21,204754,3.53
Belarus,9449321,4/9/21,333430,3.53
Kuwait,4270563,1/1/21,150869,3.53
Kuwait,4270563,12/31/20,150584,3.53
Latvia,1886202,2/1/21,66652,3.53
Netherlands,17134873,12/11/20,604452,3.53
North America,592072204,12/21/20,20891927,3.53
Malta,441539,1/17/21,15588,3.53
Israel,8655541,10/19/20,305204,3.53
Jordan,10203140,2/20/21,359811,3.53
South America,430759772,1/23/21,15199705,3.53
Spain,46754783,11/30/20,1648187,3.53
North Macedonia,2083380,12/13/20,73638,3.53
Oman,5106622,4/18/21,180031,3.53
Panama,4314768,11/20/20,152289,3.53
Peru,32971846,2/5/21,1165052,3.53
United Arab Emirates,9890400,2/14/21,348772,3.53
Turkey,84339067,3/19/21,2971633,3.52
Ukraine,43733759,3/17/21,1538516,3.52
United Kingdom,67886004,12/29/20,2389967,3.52
United States,331002647,11/18/20,11644332,3.52
Poland,37846605,1/5/21,1330543,3.52
Qatar,2881060,7/8/20,101553,3.52
Romania,19237682,1/12/21,676968,3.52
Switzerland,8654618,11/24/20,304593,3.52
Austria,9006400,12/11/20,316581,3.52
European Union,444919060,1/1/21,15658938,3.52
Chile,19116209,1/18/21,673750,3.52
Bosnia and Herzegovina,3280815,1/10/21,115633,3.52
Bosnia and Herzegovina,3280815,1/11/21,115633,3.52
Bosnia and Herzegovina,3280815,1/9/21,115379,3.52
Brazil,212559409,12/27/20,7484285,3.52
Denmark,5792203,2/11/21,204052,3.52
Albania,2877800,2/22/21,101285,3.52
Argentina,45195777,12/28/20,1590513,3.52
Armenia,2963234,11/7/20,104249,3.52
Italy,60461828,1/1/21,2129376,3.52
Hungary,9660350,1/9/21,340459,3.52
Kosovo,1932774,2/25/21,68006,3.52
Kuwait,4270563,12/30/20,150298,3.52
Maldives,540542,2/23/21,19038,3.52
Moldova,4033963,12/28/20,141924,3.52
Montenegro,628062,11/6/20,22079,3.52
Israel,8655541,10/18/20,303687,3.51
Liechtenstein,38137,12/3/20,1339,3.51
Germany,83783945,4/7/21,2940279,3.51
Kuwait,4270563,12/28/20,149857,3.51
Kuwait,4270563,12/29/20,150093,3.51
Latvia,1886202,1/31/21,66241,3.51
San Marino,33938,11/11/20,1190,3.51
San Marino,33938,11/12/20,1190,3.51
South America,430759772,1/22/21,15103979,3.51
Paraguay,7132530,4/18/21,250165,3.51
Peru,32971846,2/3/21,1158337,3.51
Peru,32971846,2/4/21,1158337,3.51
Portugal,10196707,12/16/20,358296,3.51
North Macedonia,2083380,12/12/20,73025,3.51
Palestine,5101416,2/25/21,179293,3.51
Cape Verde,555988,4/14/21,19525,3.51
Belarus,9449321,4/8/21,331808,3.51
Europe,748680069,1/11/21,26312305,3.51
France,68147687,12/10/20,2393590,3.51
Denmark,5792203,2/10/21,203574,3.51
Denmark,5792203,2/9/21,203104,3.51
Brazil,212559409,12/26/20,7465806,3.51
Bulgaria,6948445,2/25/21,243946,3.51
Colombia,50882884,1/10/21,1786900,3.51
Cyprus,875899,1/30/21,30770,3.51
Cyprus,875899,1/29/21,30657,3.5
Bahrain,1701583,9/12/20,59586,3.5
Belarus,9449321,4/7/21,330536,3.5
Argentina,45195777,12/27/20,1583297,3.5
Chile,19116209,1/17/21,669832,3.5
Bosnia and Herzegovina,3280815,1/8/21,114920,3.5
Brazil,212559409,12/25/20,7448560,3.5
Denmark,5792203,2/8/21,202737,3.5
Kosovo,1932774,2/24/21,67569,3.5
Kuwait,4270563,12/25/20,149277,3.5
Kuwait,4270563,12/26/20,149449,3.5
Kuwait,4270563,12/27/20,149653,3.5
Moldova,4033963,12/26/20,140996,3.5
Moldova,4033963,12/27/20,141355,3.5
Hungary,9660350,1/8/21,337743,3.5
Ireland,4937796,1/17/21,172726,3.5
Israel,8655541,10/17/20,302765,3.5
Jordan,10203140,2/18/21,356744,3.5
Jordan,10203140,2/19/21,357611,3.5
Lithuania,2722291,12/14/20,95178,3.5
Maldives,540542,2/22/21,18930,3.5
Malta,441539,1/16/21,15447,3.5
Panama,4314768,11/19/20,151089,3.5
Turkey,84339067,3/18/21,2950603,3.5
Poland,37846605,1/4/21,1322947,3.5
Qatar,2881060,7/7/20,100945,3.5
Romania,19237682,1/11/21,673271,3.5
Slovakia,5459643,1/5/21,191088,3.5
Slovenia,2078932,11/27/20,72674,3.5
Romania,19237682,1/10/21,671284,3.49
Ukraine,43733759,3/16/21,1526595,3.49
United Arab Emirates,9890400,2/13/21,345605,3.49
Denmark,5792203,2/6/21,201871,3.49
Denmark,5792203,2/7/21,202307,3.49
Andorra,77265,10/10/20,2696,3.49
Andorra,77265,10/11/20,2696,3.49
Andorra,77265,10/9/20,2696,3.49
Argentina,45195777,12/26/20,1578267,3.49
Costa Rica,5094114,1/10/21,177614,3.49
Costa Rica,5094114,1/8/21,177614,3.49
Costa Rica,5094114,1/9/21,177614,3.49
Croatia,4105268,12/4/20,143370,3.49
Cyprus,875899,1/28/21,30538,3.49
Brazil,212559409,12/24/20,7423945,3.49
Estonia,1326539,2/4/21,46334,3.49
Europe,748680069,1/10/21,26099534,3.49
European Union,444919060,12/31/20,15546390,3.49
France,68147687,12/9/20,2379718,3.49
Monaco,39244,1/25/21,1368,3.49
North America,592072204,12/20/20,20674001,3.49
Kuwait,4270563,12/24/20,149017,3.49
Israel,8655541,10/16/20,302354,3.49
Italy,60461828,12/31/20,2107166,3.49
Georgia,3989175,12/1/20,139343,3.49
Netherlands,17134873,12/10/20,595473,3.48
Luxembourg,625976,11/6/20,21806,3.48
Luxembourg,625976,11/7/20,21806,3.48
Luxembourg,625976,11/8/20,21806,3.48
Moldova,4033963,12/25/20,140250,3.48
Israel,8655541,10/15/20,300854,3.48
Jordan,10203140,2/17/21,355106,3.48
Kuwait,4270563,12/22/20,148507,3.48
Kuwait,4270563,12/23/20,148773,3.48
Latvia,1886202,1/30/21,65708,3.48
Palestine,5101416,2/24/21,177768,3.48
Paraguay,7132530,4/17/21,248364,3.48
Poland,37846605,1/3/21,1318562,3.48
Qatar,2881060,7/6/20,100345,3.48
South America,430759772,1/21/21,15001410,3.48
Spain,46754783,11/27/20,1628208,3.48
Spain,46754783,11/28/20,1628208,3.48
Spain,46754783,11/29/20,1628208,3.48
Albania,2877800,2/21/21,100246,3.48
Argentina,45195777,12/25/20,1574554,3.48
Denmark,5792203,2/5/21,201458,3.48
Austria,9006400,12/10/20,313688,3.48
Belarus,9449321,4/6/21,329258,3.48
Bulgaria,6948445,2/24/21,242124,3.48
Colombia,50882884,1/9/21,1771363,3.48
Chile,19116209,1/16/21,665493,3.48
Denmark,5792203,2/4/21,201020,3.47
France,68147687,12/8/20,2365043,3.47
Cyprus,875899,1/27/21,30380,3.47
Belarus,9449321,4/5/21,328290,3.47
Brazil,212559409,12/23/20,7365517,3.47
Kuwait,4270563,12/20/20,147979,3.47
Kuwait,4270563,12/21/20,148209,3.47
Lebanon,6825442,1/14/21,237132,3.47
Maldives,540542,2/21/21,18769,3.47
Germany,83783945,4/6/21,2909902,3.47
Hungary,9660350,1/7/21,334836,3.47
Turkey,84339067,3/17/21,2930554,3.47
Ukraine,43733759,3/15/21,1516865,3.47
United Arab Emirates,9890400,2/12/21,342974,3.47
Switzerland,8654618,11/23/20,300352,3.47
Peru,32971846,2/2/21,1142716,3.47
Poland,37846605,1/2/21,1312780,3.47
Portugal,10196707,12/15/20,353576,3.47
Romania,19237682,1/9/21,668202,3.47
United States,331002647,11/17/20,11471155,3.47
Panama,4314768,11/18/20,149833,3.47
North Macedonia,2083380,12/11/20,72044,3.46
Oman,5106622,4/15/21,176668,3.46
Oman,5106622,4/16/21,176668,3.46
Oman,5106622,4/17/21,176668,3.46
Palestine,5101416,2/23/21,176377,3.46
South America,430759772,1/20/21,14904153,3.46
Spain,46754783,11/26/20,1617355,3.46
Qatar,2881060,7/5/20,99799,3.46
Bosnia and Herzegovina,3280815,1/5/21,113392,3.46
Bosnia and Herzegovina,3280815,1/6/21,113392,3.46
Bosnia and Herzegovina,3280815,1/7/21,113392,3.46
Bulgaria,6948445,2/23/21,240391,3.46
Denmark,5792203,2/3/21,200466,3.46
Cape Verde,555988,4/13/21,19231,3.46
Chile,19116209,1/15/21,661180,3.46
Argentina,45195777,12/23/20,1563865,3.46
Argentina,45195777,12/24/20,1563865,3.46
Bahrain,1701583,9/11/20,58839,3.46
Belarus,9449321,4/4/21,327304,3.46
Europe,748680069,1/9/21,25916600,3.46
European Union,444919060,12/30/20,15382684,3.46
Costa Rica,5094114,1/7/21,176407,3.46
Liechtenstein,38137,12/2/20,1318,3.46
Malta,441539,1/15/21,15272,3.46
Kuwait,4270563,12/19/20,147775,3.46
North America,592072204,12/19/20,20467690,3.46
Germany,83783945,4/4/21,2896329,3.46
Germany,83783945,4/5/21,2902309,3.46
Moldova,4033963,12/24/20,139435,3.46
Monaco,39244,1/24/21,1357,3.46
Israel,8655541,10/14/20,299242,3.46
Italy,60461828,12/30/20,2083689,3.45
Jordan,10203140,2/16/21,352219,3.45
Kosovo,1932774,2/23/21,66740,3.45
Kuwait,4270563,12/17/20,147192,3.45
Kuwait,4270563,12/18/20,147531,3.45
Peru,32971846,1/31/21,1138239,3.45
Peru,32971846,2/1/21,1138239,3.45
Poland,37846605,1/1/21,1305774,3.45
Romania,19237682,1/8/21,663799,3.45
Panama,4314768,11/17/20,148721,3.45
Turkey,84339067,3/16/21,2911642,3.45
Ukraine,43733759,3/14/21,1509983,3.45
Slovakia,5459643,1/4/21,188099,3.45
Sweden,10099270,12/16/20,348585,3.45
Uruguay,3473727,4/5/21,119958,3.45
Colombia,50882884,1/8/21,1755568,3.45
Cyprus,875899,1/26/21,30252,3.45
Denmark,5792203,2/1/21,199644,3.45
Denmark,5792203,2/2/21,200041,3.45
France,68147687,12/7/20,2351006,3.45
Austria,9006400,12/9/20,311002,3.45
Belarus,9449321,4/3/21,326065,3.45
Belarus,9449321,4/2/21,324694,3.44
Costa Rica,5094114,1/6/21,175038,3.44
Cyprus,875899,1/25/21,30143,3.44
Brazil,212559409,12/22/20,7318821,3.44
Cape Verde,555988,4/12/21,19110,3.44
Chile,19116209,1/14/21,656712,3.44
Estonia,1326539,2/3/21,45663,3.44
France,68147687,12/6/20,2347595,3.44
Albania,2877800,2/20/21,99062,3.44
Argentina,45195777,12/22/20,1555279,3.44
Denmark,5792203,1/31/21,199156,3.44
Kosovo,1932774,2/21/21,66480,3.44
Kosovo,1932774,2/22/21,66480,3.44
Kuwait,4270563,12/15/20,146710,3.44
Kuwait,4270563,12/16/20,146971,3.44
Latvia,1886202,1/29/21,64923,3.44
Ireland,4937796,1/16/21,169780,3.44
Maldives,540542,2/20/21,18612,3.44
Germany,83783945,4/2/21,2882356,3.44
Germany,83783945,4/3/21,2886029,3.44
United Kingdom,67886004,12/28/20,2336692,3.44
Oman,5106622,4/14/21,175633,3.44
Serbia,6804596,12/8/20,234027,3.44
Peru,32971846,1/30/21,1133022,3.44
Portugal,10196707,12/14/20,350938,3.44
Qatar,2881060,7/4/20,99183,3.44
Paraguay,7132530,4/15/21,244528,3.43
Paraguay,7132530,4/16/21,244528,3.43
Romania,19237682,1/7/21,658958,3.43
Palestine,5101416,2/22/21,174969,3.43
Turkey,84339067,3/15/21,2894893,3.43
Ukraine,43733759,3/13/21,1500873,3.43
United Arab Emirates,9890400,2/11/21,339667,3.43
Slovakia,5459643,1/3/21,187463,3.43
South America,430759772,1/19/21,14786461,3.43
Spain,46754783,11/25/20,1605066,3.43
Denmark,5792203,1/30/21,198779,3.43
Bosnia and Herzegovina,3280815,1/3/21,112645,3.43
Bosnia and Herzegovina,3280815,1/4/21,112645,3.43
Bulgaria,6948445,2/22/21,238591,3.43
Cyprus,875899,1/24/21,30017,3.43
Armenia,2963234,11/6/20,101773,3.43
Europe,748680069,1/8/21,25688883,3.43
France,68147687,12/5/20,2336646,3.43
Israel,8655541,10/13/20,297125,3.43
Jordan,10203140,2/15/21,349562,3.43
Hungary,9660350,1/6/21,331768,3.43
Kuwait,4270563,12/14/20,146449,3.43
Lithuania,2722291,12/13/20,93255,3.43
Moldova,4033963,12/23/20,138213,3.43
Monaco,39244,1/23/21,1345,3.43
Montenegro,628062,11/5/20,21533,3.43
Germany,83783945,4/1/21,2866323,3.42
Italy,60461828,12/29/20,2067487,3.42
Maldives,540542,2/19/21,18467,3.42
Malta,441539,1/14/21,15079,3.42
Netherlands,17134873,12/9/20,586643,3.42
North America,592072204,12/18/20,20251704,3.42
Kuwait,4270563,12/12/20,146044,3.42
Kuwait,4270563,12/13/20,146218,3.42
Slovenia,2078932,11/26/20,71073,3.42
Poland,37846605,12/31/20,1294878,3.42
Portugal,10196707,12/13/20,348744,3.42
Qatar,2881060,7/3/20,98653,3.42
United States,331002647,11/16/20,11307233,3.42
Panama,4314768,11/16/20,147667,3.42
Bosnia and Herzegovina,3280815,1/1/21,112143,3.42
Bosnia and Herzegovina,3280815,1/2/21,112143,3.42
Brazil,212559409,12/21/20,7263619,3.42
Austria,9006400,12/8/20,308070,3.42
Bahrain,1701583,9/10/20,58207,3.42
Belarus,9449321,4/1/21,323043,3.42
Denmark,5792203,1/28/21,197892,3.42
Denmark,5792203,1/29/21,198348,3.42
Argentina,45195777,12/21/20,1547138,3.42
Cape Verde,555988,4/11/21,19005,3.42
Chile,19116209,1/13/21,652525,3.41
Belarus,9449321,3/31/21,321807,3.41
European Union,444919060,12/29/20,15185932,3.41
France,68147687,12/4/20,2323764,3.41
Brazil,212559409,12/20/20,7238600,3.41
Bulgaria,6948445,2/21/21,236666,3.41
Argentina,45195777,12/20/20,1541285,3.41
Colombia,50882884,1/7/21,1737347,3.41
Costa Rica,5094114,1/5/21,173591,3.41
Cyprus,875899,1/23/21,29887,3.41
Kuwait,4270563,12/10/20,145495,3.41
Kuwait,4270563,12/11/20,145789,3.41
Hungary,9660350,1/5/21,329721,3.41
Israel,8655541,10/12/20,294789,3.41
Oman,5106622,4/13/21,174364,3.41
Slovakia,5459643,1/2/21,186244,3.41
South America,430759772,1/18/21,14687474,3.41
Spain,46754783,11/24/20,1594844,3.41
Seychelles,98340,3/16/21,3354,3.41
Turkey,84339067,3/14/21,2879390,3.41
Turkey,84339067,3/13/21,2866012,3.4
Ukraine,43733759,3/12/21,1487497,3.4
United Arab Emirates,9890400,2/10/21,336142,3.4
South America,430759772,1/17/21,14633595,3.4
Paraguay,7132530,4/14/21,242161,3.4
Peru,32971846,1/29/21,1119685,3.4
Qatar,2881060,7/2/20,97897,3.4
Romania,19237682,1/6/21,654007,3.4
North Macedonia,2083380,12/10/20,70883,3.4
Palestine,5101416,2/21/21,173635,3.4
Panama,4314768,11/15/20,146653,3.4
Seychelles,98340,3/15/21,3342,3.4
Croatia,4105268,12/3/20,139415,3.4
Cyprus,875899,1/22/21,29758,3.4
Chile,19116209,1/12/21,649135,3.4
Albania,2877800,2/19/21,97909,3.4
Argentina,45195777,12/19/20,1537169,3.4
Denmark,5792203,1/27/21,197224,3.4
Bulgaria,6948445,2/20/21,236439,3.4
Italy,60461828,12/28/20,2056277,3.4
Jordan,10203140,2/14/21,347250,3.4
Kuwait,4270563,12/9/20,145204,3.4
Lebanon,6825442,1/13/21,231936,3.4
Georgia,3989175,11/30/20,135584,3.4
Hungary,9660350,1/3/21,327995,3.4
Hungary,9660350,1/4/21,328851,3.4
Kosovo,1932774,2/19/21,65450,3.39
Kosovo,1932774,2/20/21,65450,3.39
Kuwait,4270563,12/7/20,144599,3.39
Kuwait,4270563,12/8/20,144900,3.39
Latvia,1886202,1/28/21,63992,3.39
Italy,60461828,12/27/20,2047696,3.39
Moldova,4033963,12/22/20,136931,3.39
Germany,83783945,3/31/21,2843644,3.39
Maldives,540542,2/18/21,18340,3.39
Malta,441539,1/13/21,14958,3.39
Poland,37846605,12/30/20,1281414,3.39
Oman,5106622,4/12/21,173029,3.39
Uruguay,3473727,4/4/21,117757,3.39
Brazil,212559409,12/19/20,7213155,3.39
Bulgaria,6948445,2/19/21,235891,3.39
Costa Rica,5094114,1/4/21,172436,3.39
Czechia,10708982,11/3/20,362985,3.39
Estonia,1326539,2/2/21,44978,3.39
Europe,748680069,1/7/21,25414037,3.39
France,68147687,12/3/20,2312253,3.39
Austria,9006400,12/7/20,305693,3.39
Belarus,9449321,3/30/21,320594,3.39
Denmark,5792203,1/26/21,196632,3.39
Argentina,45195777,12/18/20,1531374,3.39
European Union,444919060,12/28/20,15041634,3.38
Bosnia and Herzegovina,3280815,12/30/20,110985,3.38
Bosnia and Herzegovina,3280815,12/31/20,110985,3.38
Colombia,50882884,1/6/21,1719771,3.38
Cyprus,875899,1/21/21,29636,3.38
Denmark,5792203,1/25/21,195978,3.38
Chile,19116209,1/11/21,645892,3.38
Bahrain,1701583,9/9/20,57450,3.38
Belarus,9449321,3/29/21,319599,3.38
Belgium,11589616,10/29/20,392258,3.38
Luxembourg,625976,11/5/20,21147,3.38
Jordan,10203140,2/13/21,344803,3.38
Hungary,9660350,1/2/21,326688,3.38
Kuwait,4270563,12/5/20,144164,3.38
Kuwait,4270563,12/6/20,144369,3.38
Netherlands,17134873,12/8/20,579997,3.38
United Kingdom,67886004,12/27/20,2295232,3.38
Turkey,84339067,3/12/21,2850930,3.38
Slovakia,5459643,1/1/21,184508,3.38
South America,430759772,1/16/21,14563019,3.38
Spain,46754783,11/23/20,1582616,3.38
Palestine,5101416,2/20/21,172315,3.38
Sweden,10099270,12/15/20,341029,3.38
Peru,32971846,1/28/21,1113970,3.38
Portugal,10196707,12/12/20,344700,3.38
Paraguay,7132530,4/13/21,240141,3.37
Qatar,2881060,7/1/20,97003,3.37
Romania,19237682,1/5/21,648288,3.37
Ukraine,43733759,3/11/21,1474452,3.37
Seychelles,98340,3/14/21,3315,3.37
United States,331002647,11/15/20,11144288,3.37
Palestine,5101416,2/19/21,171717,3.37
Panama,4314768,11/14/20,145309,3.37
Austria,9006400,12/6/20,303430,3.37
Belarus,9449321,3/28/21,318681,3.37
Bosnia and Herzegovina,3280815,12/29/20,110454,3.37
Brazil,212559409,12/18/20,7162978,3.37
Bulgaria,6948445,2/18/21,234428,3.37
Albania,2877800,2/18/21,96838,3.37
Argentina,45195777,12/17/20,1524372,3.37
France,68147687,12/2/20,2299466,3.37
Denmark,5792203,1/24/21,195353,3.37
North America,592072204,12/17/20,19974165,3.37
Hungary,9660350,1/1/21,325278,3.37
Liechtenstein,38137,12/1/20,1286,3.37
Maldives,540542,2/17/21,18224,3.37
Ireland,4937796,1/15/21,166548,3.37
Israel,8655541,10/11/20,291620,3.37
Italy,60461828,12/26/20,2038759,3.37
Jordan,10203140,2/12/21,343563,3.37
Kosovo,1932774,2/18/21,65165,3.37
Kuwait,4270563,12/4/20,143917,3.37
Moldova,4033963,12/21/20,135910,3.37
Kosovo,1932774,2/16/21,64868,3.36
Kosovo,1932774,2/17/21,64868,3.36
Kuwait,4270563,12/3/20,143574,3.36
Germany,83783945,3/30/21,2818630,3.36
North Macedonia,2083380,12/9/20,69954,3.36
Oman,5106622,4/11/21,171549,3.36
Palestine,5101416,2/18/21,171154,3.36
Peru,32971846,1/26/21,1107239,3.36
Peru,32971846,1/27/21,1107239,3.36
Turkey,84339067,3/11/21,2835989,3.36
United Arab Emirates,9890400,2/9/21,332603,3.36
South America,430759772,1/15/21,14459181,3.36
Switzerland,8654618,11/20/20,290601,3.36
Switzerland,8654618,11/21/20,290601,3.36
Switzerland,8654618,11/22/20,290601,3.36
Denmark,5792203,1/23/21,194599,3.36
Argentina,45195777,12/16/20,1517046,3.36
Armenia,2963234,11/5/20,99563,3.36
Belarus,9449321,3/27/21,317631,3.36
Bulgaria,6948445,2/17/21,233342,3.36
Estonia,1326539,2/1/21,44575,3.36
European Union,444919060,12/27/20,14959465,3.36
Cyprus,875899,1/20/21,29472,3.36
Chile,19116209,1/10/21,641923,3.36
Cape Verde,555988,4/10/21,18629,3.35
Cape Verde,555988,4/9/21,18629,3.35
Belarus,9449321,3/26/21,316418,3.35
Colombia,50882884,1/5/21,1702966,3.35
